strain_id,strain,genus,polysaccharide,polysaccharide_name,polysaccharide_source,source_kingdom,OD600_48h,OD600_48h_sd,n_rep,OD600_48h_batch1,OD600_48h_batch2
DA26,Bacteroides_dorei,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.34850000000000003,0.019118054294305145,6,0.35966666666666663,0.3373333333333333
DA26,Bacteroides_dorei,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.18600000000000003,0.01815488914865635,6,0.19599999999999998,0.17600000000000002
DA26,Bacteroides_dorei,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.5241666666666667,0.06738966290661103,6,0.5286666666666667,0.5196666666666666
DA320,Bacteroides_cellulosilyticus,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.06233333333333333,0.007023769168568493,3,0.06233333333333333,
DA320,Bacteroides_cellulosilyticus,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.09116666666666667,0.022929602409694477,6,0.109,0.07333333333333333
DA320,Bacteroides_cellulosilyticus,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.04566666666666667,0.02634894052265986,6,0.034999999999999996,0.05633333333333334
DA320,Bacteroides_cellulosilyticus,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.06183333333333333,0.00487510683643617,6,0.066,0.057666666666666665
DA320,Bacteroides_cellulosilyticus,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.06633333366666666,0.0028867513459481333,3,0.06633333366666666,
DA320,Bacteroides_cellulosilyticus,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.012000000000000002,0.019924858845171277,3,0.012000000000000002,
DA320,Bacteroides_cellulosilyticus,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.23466666700000002,0.02951270912674742,3,0.23466666700000002,
DA320,Bacteroides_cellulosilyticus,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.006000000000000001,0.008717797887081347,3,0.006000000000000001,
DA320,Bacteroides_cellulosilyticus,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.6926666666666668,0.028219378684395828,3,0.6926666666666668,
DA320,Bacteroides_cellulosilyticus,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.10333333333333333,0.01458309523615157,6,0.10833333333333332,0.09833333333333333
DA320,Bacteroides_cellulosilyticus,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.1630000003333333,0.016072751268321594,3,0.1630000003333333,
DA320,Bacteroides_cellulosilyticus,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.06633333333333334,0.011060440015358042,3,0.06633333333333334,
DA320,Bacteroides_cellulosilyticus,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,0.02033333333333333,0.02184185584300626,6,0.011666666666666665,0.028999999999999998
DA320,Bacteroides_cellulosilyticus,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,0.005333333333333333,0.008382521498133283,6,-0.0006666666666666666,0.011333333333333332
DA320,Bacteroides_cellulosilyticus,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.075,0.016443843832875574,6,0.06666666666666667,0.08333333333333333
DA320,Bacteroides_cellulosilyticus,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.04033333333333333,0.007527726527090809,6,0.04533333333333334,0.035333333333333335
DA320,Bacteroides_cellulosilyticus,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.039,0.00846167832052247,6,0.03233333333333333,0.04566666666666667
DA320,Bacteroides_cellulosilyticus,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.09583333333333333,0.00870440501508671,6,0.09566666666666668,0.09600000000000002
DA320,Bacteroides_cellulosilyticus,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.018166666666666668,0.012155931336868707,6,0.028999999999999998,0.007333333333333333
DA320,Bacteroides_cellulosilyticus,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.19199999999999998,0.0592992411418561,6,0.23933333333333331,0.14466666666666667
DA347,Bacteroides_finegoldii,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.16633333333333333,0.002516611478423589,3,0.16633333333333333,
DA347,Bacteroides_finegoldii,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.323,0.019949937343260015,6,0.333,0.313
DA347,Bacteroides_finegoldii,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.293,0.042459392364940875,6,0.2886666666666667,0.29733333333333334
DA347,Bacteroides_finegoldii,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.20350000000000001,0.028898096823147368,6,0.18899999999999997,0.21799999999999997
DA347,Bacteroides_finegoldii,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.41700000033333334,0.009865765724632498,3,0.41700000033333334,
DA347,Bacteroides_finegoldii,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.007,0.01044030650891055,3,0.007,
DA347,Bacteroides_finegoldii,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.112666667,0.006244997998398403,3,0.112666667,
DA347,Bacteroides_finegoldii,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.006999999999999999,0.0043588989435406735,3,0.006999999999999999,
DA347,Bacteroides_finegoldii,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.5043333333333333,0.038552993831002746,3,0.5043333333333333,
DA347,Bacteroides_finegoldii,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.17149999999999999,0.008526429498916884,6,0.16666666666666666,0.17633333333333331
DA347,Bacteroides_finegoldii,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.14833333366666668,0.01965536398374075,3,0.14833333366666668,
DA347,Bacteroides_finegoldii,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.081,0.004582575694955834,3,0.081,
DA347,Bacteroides_finegoldii,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,0.0085,0.01639207125411551,6,0.006000000000000001,0.011000000000000001
DA347,Bacteroides_finegoldii,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,-0.0028333333333333335,0.0019407902170679517,6,-0.0023333333333333335,-0.0033333333333333335
DA347,Bacteroides_finegoldii,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.37716666666666665,0.0266339382492839,6,0.35966666666666663,0.39466666666666667
DA347,Bacteroides_finegoldii,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.4678333333333333,0.03459142475624078,6,0.44333333333333336,0.49233333333333335
DA347,Bacteroides_finegoldii,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.43483333333333335,0.043508236768072625,6,0.46900000000000003,0.40066666666666667
DA347,Bacteroides_finegoldii,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.18283333333333332,0.006645800679125635,6,0.17733333333333334,0.18833333333333332
DA347,Bacteroides_finegoldii,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.14766666666666667,0.014935416521365137,6,0.15466666666666667,0.1406666666666667
DA347,Bacteroides_finegoldii,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.17983333333333332,0.06028404985289779,6,0.13066666666666668,0.22899999999999998
DA486,Bacteroides_fragilis,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.044000000000000004,0.011135528725660045,3,0.044000000000000004,
DA486,Bacteroides_fragilis,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.07716666666666666,0.014958832396502962,6,0.08766666666666667,0.06666666666666667
DA486,Bacteroides_fragilis,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.16866666666666666,0.01599583279065728,6,0.15533333333333332,0.18200000000000002
DA486,Bacteroides_fragilis,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.39366666666666666,0.04847542332632763,6,0.36000000000000004,0.42733333333333334
DA486,Bacteroides_fragilis,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.060666667,0.0017320508075688737,3,0.060666667,
DA486,Bacteroides_fragilis,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.0,0.0,3,0.0,
DA486,Bacteroides_fragilis,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.08733333366666667,0.009609023536933055,3,0.08733333366666667,
DA486,Bacteroides_fragilis,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.0,0.0,3,0.0,
DA486,Bacteroides_fragilis,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.17233333333333334,0.02557994005726624,3,0.17233333333333334,
DA486,Bacteroides_fragilis,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.04666666666666667,0.009416297927883687,6,0.05433333333333334,0.039
DA486,Bacteroides_fragilis,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.08733333366666667,0.003785938897200176,3,0.08733333366666667,
DA486,Bacteroides_fragilis,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.0006666666666666666,0.0011547005383792516,3,0.0006666666666666666,
DA486,Bacteroides_fragilis,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,-0.000833333333333333,0.010684880283216404,6,0.0016666666666666668,-0.0033333333333333327
DA486,Bacteroides_fragilis,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,0.0035,0.007368853370776216,6,0.009333333333333334,-0.0023333333333333335
DA486,Bacteroides_fragilis,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.1075,0.012911235417263519,6,0.10266666666666667,0.11233333333333334
DA486,Bacteroides_fragilis,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.2866666666666667,0.030552686734011906,6,0.2896666666666667,0.2836666666666667
DA486,Bacteroides_fragilis,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.3785,0.019623964940857393,6,0.36466666666666664,0.39233333333333337
DA486,Bacteroides_fragilis,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.10149999999999999,0.015411035007422441,6,0.10833333333333334,0.09466666666666666
DA486,Bacteroides_fragilis,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.021833333333333333,0.002926886855802025,6,0.020666666666666667,0.023000000000000003
DA486,Bacteroides_fragilis,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.5348333333333334,0.05505784836575678,6,0.513,0.5566666666666666
DA505,Bacteroides_ovatus,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.11466666666666665,0.04563259069276403,3,0.11466666666666665,
DA505,Bacteroides_ovatus,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.4093333333333333,0.01765974707255647,6,0.42133333333333334,0.39733333333333337
DA505,Bacteroides_ovatus,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.20183333333333334,0.025198544931536553,6,0.18899999999999997,0.21466666666666667
DA505,Bacteroides_ovatus,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.4366666666666667,0.03103975944923973,6,0.432,0.4413333333333333
DA505,Bacteroides_ovatus,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.09933333366666668,0.006658328118479397,3,0.09933333366666668,
DA505,Bacteroides_ovatus,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.0,0.0,3,0.0,
DA505,Bacteroides_ovatus,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.17433333366666667,0.00850490054811539,3,0.17433333366666667,
DA505,Bacteroides_ovatus,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.0,0.0,3,0.0,
DA505,Bacteroides_ovatus,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.496,0.007000000000000006,3,0.496,
DA505,Bacteroides_ovatus,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.07583333333333332,0.006882344561751225,6,0.07966666666666666,0.072
DA505,Bacteroides_ovatus,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.23600000033333335,0.002516611478423582,3,0.23600000033333335,
DA505,Bacteroides_ovatus,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.078,0.013747727084867517,3,0.078,
DA505,Bacteroides_ovatus,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,0.0025,0.00618869937870632,6,0.006999999999999999,-0.002
DA505,Bacteroides_ovatus,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,-0.0006666666666666666,0.0021602468994692866,6,0.0003333333333333333,-0.0016666666666666668
DA505,Bacteroides_ovatus,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.314,0.013520355024924468,6,0.3053333333333333,0.32266666666666666
DA505,Bacteroides_ovatus,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.44016666666666665,0.03355840679571464,6,0.42333333333333334,0.457
DA505,Bacteroides_ovatus,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.39716666666666667,0.036701044490132256,6,0.42333333333333334,0.371
DA505,Bacteroides_ovatus,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.26066666666666666,0.007501111028818787,6,0.258,0.26333333333333336
DA505,Bacteroides_ovatus,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.1688333333333333,0.015471479136354958,6,0.16666666666666666,0.171
DA505,Bacteroides_ovatus,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.5111666666666667,0.03022857367899895,6,0.513,0.5093333333333333
DA557,Bacteroides_fragilis,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.064,0.04517742799230607,3,0.064,
DA557,Bacteroides_fragilis,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.45133333333333336,0.017637082147188246,6,0.451,0.45166666666666666
DA557,Bacteroides_fragilis,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.056499999999999995,0.0292010273791865,6,0.07666666666666666,0.036333333333333336
DA557,Bacteroides_fragilis,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.3998333333333333,0.03990697516307978,6,0.43366666666666664,0.36599999999999994
DA557,Bacteroides_fragilis,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.0725,0.0127671453348037,3,0.0725,
DA557,Bacteroides_fragilis,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.07066666666666667,0.008082903768654755,3,0.07066666666666667,
DA557,Bacteroides_fragilis,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.009166666666666667,0.010503967504392487,3,0.009166666666666667,
DA557,Bacteroides_fragilis,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.03233333333333333,0.01361371857110809,3,0.03233333333333333,
DA557,Bacteroides_fragilis,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.5228333333333334,0.06087144924620522,3,0.5228333333333334,
DA557,Bacteroides_fragilis,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.0005,0.0018708286933869708,6,0.0,0.001
DA557,Bacteroides_fragilis,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.05466666666666667,0.005131601439446881,3,0.05466666666666667,
DA557,Bacteroides_fragilis,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.034666666666666665,0.015947831618540912,3,0.034666666666666665,
DA557,Bacteroides_fragilis,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,0.0031666666666666666,0.014386336109887977,6,0.008666666666666668,-0.0023333333333333335
DA557,Bacteroides_fragilis,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,0.0025,0.003271085446759225,6,0.004333333333333334,0.0006666666666666666
DA557,Bacteroides_fragilis,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.21083333333333334,0.032369224066490496,6,0.19033333333333333,0.2313333333333333
DA557,Bacteroides_fragilis,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.4808333333333334,0.05325567262430048,6,0.5023333333333334,0.45933333333333337
DA557,Bacteroides_fragilis,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.4093333333333333,0.05425003840244415,6,0.4326666666666667,0.38599999999999995
DA557,Bacteroides_fragilis,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.3821666666666667,0.009745084230865673,6,0.389,0.3753333333333333
DA557,Bacteroides_fragilis,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.22433333333333336,0.00708989891794423,6,0.21933333333333335,0.22933333333333336
DA557,Bacteroides_fragilis,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.42533333333333334,0.064267150758896,6,0.4603333333333333,0.39033333333333337
DA57,Bacteroides_vulgatus,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.1426666666666667,0.004618802153516994,3,0.1426666666666667,
DA57,Bacteroides_vulgatus,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.5428333333333334,0.05477742844152754,6,0.521,0.5646666666666667
DA57,Bacteroides_vulgatus,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.13449999999999998,0.026097892635230147,6,0.13533333333333333,0.13366666666666668
DA57,Bacteroides_vulgatus,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.2005,0.03167175397732182,6,0.17699999999999996,0.224
DA57,Bacteroides_vulgatus,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.081666667,0.004582575694955844,3,0.081666667,
DA57,Bacteroides_vulgatus,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.014,0.00888819441731559,3,0.014,
DA57,Bacteroides_vulgatus,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.062666667,0.015099668870541498,3,0.062666667,
DA57,Bacteroides_vulgatus,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.0,0.0,3,0.0,
DA57,Bacteroides_vulgatus,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.5253333333333333,0.003055050463303899,3,0.5253333333333333,
DA57,Bacteroides_vulgatus,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.11233333333333333,0.012209286083414818,6,0.12233333333333334,0.10233333333333333
DA57,Bacteroides_vulgatus,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.08633333366666666,0.002081665999466133,3,0.08633333366666666,
DA57,Bacteroides_vulgatus,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.04800000000000001,0.015,3,0.04800000000000001,
DA57,Bacteroides_vulgatus,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,0.0011666666666666663,0.005706721183540218,6,0.005333333333333333,-0.0030000000000000005
DA57,Bacteroides_vulgatus,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,-0.0015000000000000002,0.0018708286933869706,6,-0.0003333333333333333,-0.0026666666666666666
DA57,Bacteroides_vulgatus,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.2678333333333333,0.0168216130815884,6,0.254,0.2816666666666667
DA57,Bacteroides_vulgatus,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.0605,0.004037325847637271,6,0.06233333333333333,0.058666666666666666
DA57,Bacteroides_vulgatus,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.12033333333333333,0.012468627296806445,6,0.12133333333333333,0.11933333333333333
DA57,Bacteroides_vulgatus,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.3855,0.0237128657061942,6,0.36766666666666664,0.4033333333333333
DA57,Bacteroides_vulgatus,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.17716666666666667,0.019732376102909316,6,0.18799999999999997,0.16633333333333333
DA57,Bacteroides_vulgatus,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.2818333333333333,0.01409136851645951,6,0.2853333333333333,0.2783333333333333
DA647,Bacteroides_clarus,Bacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.085,0.027874719729532708,3,0.085,
DA647,Bacteroides_clarus,Bacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.005166666666666667,0.0051153364177409354,6,0.006666666666666667,0.0036666666666666666
DA647,Bacteroides_clarus,Bacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.12849999999999998,0.016789877903070044,6,0.13133333333333333,0.12566666666666668
DA647,Bacteroides_clarus,Bacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,0.06016666666666667,0.006306081720582657,6,0.06333333333333334,0.057
DA647,Bacteroides_clarus,Bacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.08383333333333333,0.03106981386061611,3,0.08383333333333333,
DA647,Bacteroides_clarus,Bacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.05666666666666667,0.02987194893764606,3,0.05666666666666667,
DA647,Bacteroides_clarus,Bacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.057166666666666664,0.012220201853215568,3,0.057166666666666664,
DA647,Bacteroides_clarus,Bacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.036,0.03148015247739439,3,0.036,
DA647,Bacteroides_clarus,Bacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.5558333333333333,0.06069870948655608,3,0.5558333333333333,
DA647,Bacteroides_clarus,Bacteroides,HAPs,Hovenia acerba polysaccharides,Hovenia acerba,Plant,0.03916666666666667,0.007678975626127919,6,0.033,0.04533333333333334
DA647,Bacteroides_clarus,Bacteroides,LBPs_1,Lycium barbarum polysaccharides 1,Lycium barbarum,Plant,0.09399999999999999,0.007937253933193776,3,0.09399999999999999,
DA647,Bacteroides_clarus,Bacteroides,LBPs_2,Lycium barbarum polysaccharides 2,Lycium barbarum,Plant,0.08733333333333333,0.011590225767142475,3,0.08733333333333333,
DA647,Bacteroides_clarus,Bacteroides,PLPs,Pueraria lobata polysaccharides,Pueraria lobata,Plant,-0.00016666666666666666,0.002786873995477131,6,0.0016666666666666668,-0.002
DA647,Bacteroides_clarus,Bacteroides,PPs,Poria polysaccharides,Poria cocos,Fungus,-0.0005,0.005009990019950139,6,0.0013333333333333333,-0.0023333333333333335
DA647,Bacteroides_clarus,Bacteroides,PQPs,Panax Quinquefolium polysaccharides,Panax quinquefolium,Plant,0.1725,0.004929503017546495,6,0.169,0.17600000000000002
DA647,Bacteroides_clarus,Bacteroides,PSPs,Polygonatum sibiricum polysaccharides,Polygonatum sibiricum,Plant,0.010166666666666666,0.0033115957885386117,6,0.012333333333333333,0.008
DA647,Bacteroides_clarus,Bacteroides,RAPs,Rhizoma Anemarrhenae polysaccharides,Anemarrhena asphodeloides,Plant,0.0023333333333333335,0.003502380143083653,6,0.0030000000000000005,0.0016666666666666668
DA647,Bacteroides_clarus,Bacteroides,RNPs,Radix Notoginseng polysaccharides,Panax notoginseng,Plant,0.04033333333333334,0.022312925999668148,6,0.05633333333333334,0.024333333333333335
DA647,Bacteroides_clarus,Bacteroides,RPPs,Radix Pseudostellariae polysaccharides,Pseudostellaria heterophylla,Plant,0.03783333333333333,0.004262237284181474,6,0.04033333333333333,0.035333333333333335
DA647,Bacteroides_clarus,Bacteroides,SPs,Scrophulariaceae polysaccharide,Scrophularia ningpoensis,Plant,0.03183333333333333,0.010553040636075778,6,0.02666666666666667,0.037
DA672,Parabacteroides_faecis,Parabacteroides,APs,Astragalus polysaccharides,Astragalus membranaceus,Plant,0.15266666666666667,0.06300264544710271,3,0.15266666666666667,
DA672,Parabacteroides_faecis,Parabacteroides,AdPs,Adenophora polysaccharides,Glehnia littoralis,Plant,0.033166666666666664,0.005810909280540064,6,0.030666666666666665,0.035666666666666666
DA672,Parabacteroides_faecis,Parabacteroides,AnPs,Angelica polysaccharides,Angelica sinensis,Plant,0.15133333333333335,0.013094528119281981,6,0.14100000000000001,0.16166666666666665
DA672,Parabacteroides_faecis,Parabacteroides,CPPs,Codonopsis pilosula polysaccharides,Codonopsis pilosula,Plant,-0.0011666666666666668,0.0023166067138525406,6,-0.0006666666666666666,-0.0016666666666666668
DA672,Parabacteroides_faecis,Parabacteroides,DPs_1,Dendrobe polysaccharides 1,Dendrobium officinale,Plant,0.08916666666666667,0.007505553499465136,3,0.08916666666666667,
DA672,Parabacteroides_faecis,Parabacteroides,DPs_2,Dendrobe polysaccharides 2,Dendrobium officinale,Plant,0.04566666666666667,0.01721433511156714,3,0.04566666666666667,
DA672,Parabacteroides_faecis,Parabacteroides,GLPs_1,Ganoderma lucidum polysaccharides 1,Ganoderma lucidum,Fungus,0.13583333333333333,0.01703917055884274,3,0.13583333333333333,
DA672,Parabacteroides_faecis,Parabacteroides,GLPs_2,Ganoderma lucidum polysaccharides 2,Ganoderma lucidum,Fungus,0.027999999999999997,0.03935733730830885,3,0.027999999999999997,
DA672,Parabacteroides_faecis,Parabacteroides,GPs,Ginseng polysaccharides,Panax ginseng,Plant,0.24650000000000002,0.02981610303175117,3,0.24650000000000002,
